Campaign,Ad Group,Keyword,Criterion Type,Campaign Status,Ad Group Status,Status,Comment
2016_My Search Brand,,business card,Campaign Negative Exact,Active,,Active,
2016_My Search Brand,,papyrus,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,e business cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,make your own,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,e business card,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,e card,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,example,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,email,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,free,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,idea,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,write,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,egreeting,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,recycled paper,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,business card printing,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,messages,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,create your own,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,e greeting,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,template,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,hallmark,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,papyrus,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,on line,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,pet loss,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,supplies,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,playing cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,message,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,downloadable,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,electronic,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,printable,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,how to,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,examples,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,wording,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,ideas,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,writing,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,e cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,handwritten,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,hallmark cards,Campaign Negative Exact,Active,,Active,
2016_Search_Congratulations Cards,,to print,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,ecards,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,sayings,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,saying,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,business card,Campaign Negative Exact,Active,,Active,
2016_Search_Congratulations Cards,,ecard,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,business cards,Campaign Negative Exact,Active,,Active,
2016_Search_Congratulations Cards,,online,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,artist cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,templates,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,download,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,virtual,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,pet sympathy cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,artist card,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,digital,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,what to,Campaign Negative Phrase,Active,,Active,
2016_Search_Congratulations Cards,,sample,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,print,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,software,Campaign Negative Broad,Active,,Active,
2016_Search_Congratulations Cards,,e mail,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,e card,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,print,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,ecard,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,e business cards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,online,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,business card,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards,,wording,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,business card printing,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,templates,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,saying,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,e mail,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,make your own,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,playing cards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,hallmark cards,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards,,writing,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,artist cards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,pet sympathy cards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,ideas,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,examples,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,how to,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,electronic,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,sayings,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,example,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,create your own,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,e cards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,template,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,business cards,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards,,handwritten,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,email,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,sample,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,e business card,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,on line,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,artist card,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,digital,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,egreeting,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,write,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,idea,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,download,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,downloadable,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,hallmark,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,supplies,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,software,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,to print,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,ecards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,e greeting,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,pet loss,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,free,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,message,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,papyrus,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,messages,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,recycled paper,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,what to,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards,,virtual,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards,,printable,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,business birthday cards bulk,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,birthday cards bulk,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,cheap birthday cards in bulk,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,assorted birthday cards in bulk,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,birthday cards for clients,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,e cards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,to print,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,saying,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,ecard,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,pet loss,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,what to,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,how to,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,professional birthday cards,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,business birthday cards in bulk,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,templates,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,ecards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,e business card,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,bulk birthday cards,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,business card,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,downloadable,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,hallmark cards,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,handwritten,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,print,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,software,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,hallmark,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,generic birthday cards in bulk,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,playing cards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,writing,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,messages,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,template,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,supplies,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,digital,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,message,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,artist cards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,online,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,virtual,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,bulk birthday cards cheap,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,egreeting,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,wording,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,recycled paper,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,download,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,birthday cards in bulk,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,papyrus,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,on line,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,e mail,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,happy birthday cards bulk,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,e card,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,sayings,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,business cards,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,cheap bulk birthday cards,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,free,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,create your own,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,e business cards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,e greeting,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,sample,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,make your own,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,cheap business birthday cards,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,example,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,ideas,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,business card printing,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,business birthday cards,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,write,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,birthday card bulk,Campaign Negative Exact,Active,,Active,
2016_Search Business Birthday Cards MBM,,email,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,artist card,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,pet sympathy cards,Campaign Negative Phrase,Active,,Active,
2016_Search Business Birthday Cards MBM,,examples,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,electronic,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,printable,Campaign Negative Broad,Active,,Active,
2016_Search Business Birthday Cards MBM,,idea,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,InsuranceHolidayCards MBM,insurance holiday cards,Negative Exact,Active,Paused,Active,
2016_Search_InsuranceGreetingCards,InsuranceHolidayCards MBM,insurance holiday card,Negative Exact,Active,Paused,Active,
2016_Search_FinancialGreetingCards,FinancialHolidayCards MBM,finance holiday cards,Negative Exact,Active,Paused,Active,
2016_Search_FinancialGreetingCards,FinancialHolidayCards MBM,financial holiday cards,Negative Exact,Active,Paused,Active,
2016_Search_FinancialGreetingCards,FinancialHolidayCards MBM,wall street holiday cards,Negative Exact,Active,Paused,Active,
